Master Record Number,Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Time Notified,Time Arrived,Investigation Complete?,Photos Taken?,Unique Location Id,State Property Damage?,Traffic Control,NARRATIVE
903506439,INDIANA UNIV BLOOMINGTON PD,192982,MONROE,BLOOMINGTON,BLOOMINGTON,12/15/2019,6:00 AM,2,0,0,0,0,,17TH,ST,,,,EAST 17TH,WALNUT GROVE,,,,Y,,,,39.17896,-86.521088,UNKNOWN,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,1247,1253,Y,N,EAST17THSTWALNUTGROVEST,0,NONE,Sometime between 2100 hours on 12/14/2019 and 0800 hours on 12/15/2019 V1 was parked in the Blue Lot and struck by an unknown vehicle. There was collision damage to the driver's side of the front bumper. No information is known about the other vehicle involved.
903506866,INDIANA UNIV BLOOMINGTON PD,192986,MONROE,BLOOMINGTON,BLOOMINGTON,12/15/2019,8:20 PM,2,0,0,0,0,,10TH,ST,,,,10TH,JORDAN,,,,Y,,,,,,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$2501 TO $5000,REAR END,824,828,Y,N,10THSTJORDANAVE,0,LANE CONTROL,"V2 was driving westbound on 10th street just west of Jordan when it lost traction on the snowy road and slid onto a nearby drive. V2 was driving behind V1 westbound on 10th west of Jordan and when V1 lost traction, V2 tried to slow to avoid hitting V2 but was unable to avoid a collision. I was called to the parking lot behind SPEA (1315 E 10th Street) to meet with the two vehicles reference the accident that had occurred. They had pulled into the SPEA lot so that they would be out of the roadway. I spoke to D2 first who stated he had been driving westbound on 10th St.west of Jordan, D2 stated he had started to brake prior to the turn and median in the road, when he suddenly lost traction and slid. D2 stated that when V2 had lost traction the back end of the vehicle slid out behind him. At this time, he stated he felt the sudden jolt of V1 hitting him while he was stopped in the roadway.I then spoke to D1 who stated that she had been driving westbound on 10th Street west of Jordan. She stated that she noticed that V1 had slid off the road due to the bad roadways. At that time, she applied the brakes on her vehicle, however the brakes did not work due to the slick roads. She stated she attempted to swerve out of the way, however that was when V1 slid into the rear end of V2. V1 sustained damage to the front bumper and V2 sustained damage to the rear bumper."
903506726,MONROE SD,M19A41046,MONROE,VAN BUREN,BLOOMINGTON,12/15/2019,5:54 PM,1,0,0,0,0,,S HARMONY,RD,,,,S HARMONY,W KIRKSVILLE,,,,N,,900,S,39.086544,-86.6384,LOCAL/CITY ROAD,,N,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,$5001 TO $10000,RAN OFF ROAD,554,655,Y,N,SHARMONYRDWKIRKSVILLERD,0,NO PASSING ZONE,"D1 was traveling northbound on S Harmony Rd during a heavy snow. D1 came over a hillcrest, and saw a car sitting the in middle of the road at the bottom of the hill. D1 applied her brakes, but slid in the snow. D1 steered herself into the ditch to avoid a collision. When V1 entered the ditch, the front bumper and possibly some of the undercarriage collided with the ground near the top of the ditch.Vehicle was stuck, but D1 did not want to call a tow truck until the next day, when the roads/conditions have cleared up. The vehicle was off the roadway. No injuries were reported. The driver of the vehicle that was stopped in the roadway did not stop to render assistance."
903507514,BLOOMINGTON PD,B1952277,MONROE,BLOOMINGTON,BLOOMINGTON,12/15/2019,5:28 PM,2,0,0,0,0,,LIBERTY,DR,,,,LIBERTY,3RD,,,,Y,,,,0,0,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,1057,1130,N,N,LIBERTYDRW3RDST,0,TRAFFIC CONTROL SIGNAL,"V1 struck V2 in the rear while both vehicles were traveling southbound on Liberty Dr. from W. 3rd St. intersection.V1 & V2 were removed from the roadway and D2 attempted to collect information from D1. D1 did not provide D2 with truthful or valid information and left the scene.D2 was given this agencies, criminal and state crash report #.The criminal investigation is pending."
903506689,BLOOMINGTON PD,B1952229,MONROE,BLOOMINGTON,BLOOMINGTON,12/15/2019,9:05 PM,2,0,0,0,0,401,N MORTON,ST,,,,N MORTON,,,,,Y,,,,39.169568,-86.536,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,913,915,Y,N,NMORTONST,0,NONE,"D1 stated he was plowing the parking lot in a city owned plow truck.He began backing his truck heading south. D1 stated he did not see the unoccupied V2 and struck the rear passenger side of V2, with the rear passenger side of his V1. I did observe damage to the passenger tail light on V2. No injuries reported."
903506714,ELLETTSVILLE PD,E1906869,MONROE,RICHLAND,ELLETTSVILLE,12/15/2019,5:32 PM,2,0,0,0,0,,UNION VALLE,RD,,,,UNION VALLE,WILLOW,,,,N,,,,,,COUNTY ROAD,,N,N,RURAL,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ROADWAY SURFACE CONDITION,$1001 TO $2500,OPPOSITE DIRECTION SIDESWIPE,532,538,Y,N,UNIONVALLERDWILLOWBND,0,NONE,"Driver 1 reported she was driving south on Union Valley and started sliding in the snow, and her driver's side mirror hit the plow truck plowDriver 2 reported he was driving north on Union Valley and vehicle 1 lost control and struck his plow causing on damage"
903506724,MONROE SD,M19A41051,MONROE,RICHLAND,BLOOMINGTON,12/15/2019,7:05 PM,2,0,0,0,0,,,,I69,,,I69N,,,121,,N,OTHER,0,N,41.25258514,-85.0895301,INTERSTATE,,N,Y,RURAL,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$2501 TO $5000,RAN OFF ROAD,705,710,Y,Y,I69N121.0,0,NONE,"Vehicle 1 was merging onto northbound Interstate 69 from the 45/46 Bypass and was unable to immediately merge due to a tractor trailer occupying the right-hand northbound lane. Vehicle 1 then lost traction as its passenger side tires traveled into fresh snow along the right side of the on ramp. Driver 1 states that vehicle 1 began to slide and impacted the guardrail face on the east side of the interstate just north of the Arlington Road overpass. After striking the guardrail, vehicle 1 was redirected back into the northbound lanes of I69 were it collided with the rear under-ride bar on the trailer as vehicle 1 slide westbound across all travel lanes before colliding with the center guardrail separating the north and southbound lanes. Both occupants stated that were uninjured and were not able to identify or describe the commercial vehicle that they collided with during the collision sequence. No other vehicles were involved in the collision sequence and a collision did not occur prior to vehicle 1 losing traction. Photos available from Monroe County Sheriff's Office Records Division upon request."
903508865,ISP BLOOMINGTON 33,2.019E+11,MONROE,PERRY,BLOOMINGTON,12/15/2019,18:16 M,2,,0,0,0,,S OLD STATE ROAD 37,,,,,,STATE RD 37,,,,N,,10,N,39.08559502,-86.54250842,STATE ROAD,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,FOUR-WAY INTERSECTION,,ASPHALT,,$1001 TO $2500,RAN OFF ROAD,1818,1818,Y,N,,0,,"On Sunday, December 15, 2019 at 18:16,I, Trooper Cory Knight, responded to a crash on S Old State Road 37 10 ft N at intersection of State Rd 37. At the time of the crash, the weather was snow and the road surface was snow/slush.Contributory Cause-Driver Factor-Unsafe Speed for weather conditions: Driver #1 was traveling too fast for the road conditions.The conditions were there was heavy snowfall and the road surface was slick. DrIver #1 should have reduced his speed to avoid losing control of his vehicle, running off of the roadway, and striking another vehicle.Vehicle #1, 2000 green Toyota Corolla, was traveling northbound on State Road 37 in the right lane approaching Old State Road 37. Vehicle #2, 2017 silver Ford Edge, was stopped at a stop light on Old State Road 37 and State Road 37 facing west. Vehicle #1 ran off of the right side of the roadway striking the front driver's side of Vehicle #2.Driver #1, Matthew Post, stated that he was traveling on State Road 37 approaching Old State Road 37. Driver #1 stated that he lost traction while traveling straight. Driver #1 stated that he drove off of the right side of the road, struck Vehicle #2, and came to a controlled stop in the eastbound lane of Old State Road 37.Driver #2, Andrew Risen, stated that he was at the stop light on Old State Road 37 and State Road 37 facing west. Driver #2 stated that he observed Vehicle #2 run off the road but was unable to move out of the way before vehicle #2 struck his vehicle.Evidence shows tire marks in the grass where Vehicle #1 ran off of the road. Vehicle #1 and Vehicle #2 were both able to drive from the scene. Neither Driver #1 or Driver #2 complained of any pain."
903506549,INDIANA UNIV BLOOMINGTON PD,192984,MONROE,BLOOMINGTON,BLOOMINGTON,12/15/2019,5:40 PM,2,0,0,0,0,,UNION,ST,,,,UNION,THIRD,,,,Y,,,,,,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),SNOW,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$1001 TO $2500,REAR END,541,551,Y,N,THIRDSTUNIONST,0,STOP SIGN,"On 12/15/2019 at approximately 5:41pm, I was dispatched to a property damage crash at Union Street and E. 3rd St. Upon my arrival both vehicles were stopped in the roadway. The Ford was directly in front of the Toyota. I asked all parties if everyone was ok. Everyone said yes. I then spoke with the drivers of V1 and V2. D1 said she was traveling south bound in V1 on Union St. D1 said V2 was stopped at the stop sign waiting to pull out onto E. 3rd St. D1 said she went to stop, but was not able to due to her brakes and the snow accumulation on the roadway. D1 said V1 then struck the rear bumper of V2. D2 said he was sitting at the stop sign waiting to pull out onto E. 3rd St in V2. D2 said V1 then rear ended V2 causing damage to V2's bumper."
903506644,MONROE SD,M19A41033,MONROE,PERRY,BLOOMINGTON,12/15/2019,5:55 PM,2,0,0,0,0,,FAIRFAX,RD,,,,FAIRFAX,MOFFETT,,,,N,,,,,,LOCAL/CITY ROAD,,N,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$5001 TO $10000,OTHER - EXPLAIN IN NARRATIVE,615,621,Y,N,FAIRFAXRDMOFFETTRD,0,STOP SIGN,V1 was traveling west on East Moffett lane. While approaching the intersection of Fairfax and Moffett. D1 stated that he was unable to get the car stopped and entered the intersection hitting V2. V2 was traveling North on South Fairfax road. D2 stated that he saw that V1 was not able to get the car stopped however he was already in the intersection and was hit by V1.D2 stated he did not have active insurance on his vehicle.
903506571,MONROE SD,M19A41030,MONROE,PERRY,BLOOMINGTON,12/15/2019,6:00 PM,3,0,0,0,0,,MOORES,PIKE,,,,MOORES,OLCOTT,,,,Y,,,,,,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$25001 TO $50000,OTHER - EXPLAIN IN NARRATIVE,600,620,Y,N,MOORESPIKEOLCOTTBLVD,0,NONE,"D1 PULLED OUT TRAVELING WESTBOUND ONTO E MOORES PKE FROM N. OLCOTT BLVD IN FRONT OF V2. D2 ATTEMPTED TO AVOID A COLLISION WITH V1 AND HIT THE BRAKES OF V2, THE ROADWAY WAS SNOW COVERED AND HAD NOT BEEN TREATED BY CITY UTILITIES. V2 THEN WENT SIDEWAYS AND THE FRONT OF V2 STRUCK THE FRONT OF V3 THAT WAS TRAVELING EASTBOUND ON E. MOORES PK. AFTER THE IMPACT WITH V3, THE RIGHT, REAR QUARTER PANEL STRUCK THE LEFT, REAR OF V1. V1 WAS DRIVEN FROM THE SCENEV2 WAS TOWED BY BLANDS TO MINTONS BODY SHOP DUE TO DISABLING DAMAGEV3 WAS TOWED BY AUTOMOBILE"
903506620,BLOOMINGTON PD,B1952205,MONROE,BLOOMINGTON,BLOOMINGTON,12/15/2019,5:30 PM,2,0,1,0,0,,,,I69S,,,I69S,,SR4546,,,Y,,500,S,0,0,INTERSTATE,,N,N,URBAN,N,N,N,,DARK (LIGHTED),BLOWING SAND/SOIL/SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$2501 TO $5000,REAR END,550,614,Y,N,I69SWSTATEROAD4546BYP,0,NONE,"V1 WAS TRAVELING SB ON I-69 JUST SOUTH OF THE 120 EXIT LEFT LANE. V2 WAS TRAVELING SB ON 1-69 JUST SOUTH OF THE 120 EXIT IN THE MIDDLE LANE. AS ANOTHER UNKNOWN VEHICLE BEGAN TO BRAKE DUE TO WEATHER CONDITIONS, V1 BEGAN TO BRAKE AS WELL. DUE TO THE SLICK ROAD SURFACE, V1 SLID INTO THE MIDDLE LANE WHILE BRAKING CAUSING THE FRONT PASSENGERS SIDE OF V1 TO COLLIDE WITH THE REAR PASSENGERS SIDE OF V2. D2 DID COMPLAIN OF HEAD PAIN FROM HITTING HER HEAD ON THE WINDOW, HOWEVER, REFUSED ALL MEDICAL TREATMENT AT THE TIME OF THE INCIDENT."
903506595,INDIANA UNIV BLOOMINGTON PD,192985,MONROE,BLOOMINGTON,BLOOMINGTON,12/15/2019,7:45 PM,2,0,0,0,0,,7TH,ST,,,,E 7TH,JORDAN,,,,Y,,,,39.168944,-86.516016,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$2501 TO $5000,REAR END,745,752,Y,N,E7THSTJORDANAVE,0,STOP SIGN,V1 was traveling south on Jordan Avenue approaching the stop sign at 7th Street. V2 was traveling south on Jordan Avenue slowing or stopping for the stop sign at 7th Street. V1 applied her brakes but was not able to come to a complete stop due to snow/slush on the roadway. V2 was able to come to a complete stop at the stop sign at 7th and Jordan. V1 then slid into the rear of V2. There was moderate damage to the front end of V1. There was scratch/scuff damage to the rear of V2. D1 stated that she tried to stop but was not able to due to the snowy condition. D1 stated that she applied her brakes and her vehicle continued to slide down the hill until V1 struck V2. D2 stated that she had came to a stop at 7th and Jordan after sliding for a short period of time. D2 stated that V1 then slid into the rear of V2. There were no injuries at the scene and no vehicles had to be towed from the scene. There is nothing further at this time.
903506486,INDIANA UNIV BLOOMINGTON PD,192981,MONROE,BLOOMINGTON,BLOOMINGTON,12/15/2019,12:14 PM,2,0,0,0,0,,INDIANA,AVE,,,,INDIANA,FOURTH,,,,Y,,,,,,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,$1001 TO $2500,LEFT TURN,1215,1215,Y,N,FOURTHSTINDIANAAVE,0,NONE,"I was on routine patrol heading north bound in direction on Indiana Avenue when I observed two vehicles stopped in the road way from a crash that had just occurred a few minutes prior to me arriving in the area. V1 had damage to the rear driver side door and V2 had damage to the front passenger side bumper area and was leaking what appeared to be window wiper fluid. I asked if everyone was ok, and was told by everyone they were fine. I then spoke with the two individuals standing by who identified themselves as Adam Fahd and John Hurley. Fahd said he was in the back seat of V2 and Hurley said he was in the front seat of V2. Both Fahd and Hurley said D2 was in the left lane traveling northbound on Indiana Ave, and that V1 was in the right lane right almost even beside V2, but V1 was slightly ahead. Both Fahd and Hurley said V1 made a sudden left hand turn without signaling into V2 lane of travel to enter the alleyway on the north side of the Penn Station. Fahd and Hurley said that's when V2 made contact with V1.D1 said she was north bound on Indiana Avenue in V1. D1 said she went to make a left turn into the alleyway that's north of the Penn Station and V2 struck V1. I asked D1 what lane of travel she was in when she was north bound on Indiana Avenue prior to making a left hand turn to go into the alleyway. D1 said said she wasn't sure originally. I then walked up to the end of the sidewalk with D1 and pointed to the two lanes of travel and asked were you in the right lane or left lane. I told her based on the damage to the vehicles it would appear she was in the right lane of travel. D1 then said she believes she could have been in the right lane. D2 said he was north bound in V2 on Indiana Avenue and in the left lane. D2 said V1 was in the right lane. D2 said V1 goes to make a sudden left turn from the right lane with no turn signal across the left lane he was in. D2 said he applied his brakes, honked his vehicle horn, and swerved to avoid striking V1 with V2. D2 said V2 then struck V1."
903507665,MONROE SD,M19A41061,MONROE,CLEAR CREEK,BLOOMINGTON,12/15/2019,8:28 PM,1,0,0,0,0,4585,S OLD STATE 37,RD,,,,S OLD STATE 37,,,,,N,,,,39.064288,-86.541328,LOCAL/CITY ROAD,,N,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SLEET/HAIL/FREEZING RAIN,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ROADWAY SURFACE CONDITION,$5001 TO $10000,RAN OFF ROAD,831,838,Y,N,SOLDSTATE37RD,0,NONE,"THE DRIVER OF UNIT 1 STATED THAT WHILE SHE WAS TRAVELING SOUTH ON S OLD STATE ROAD 37, SHE LOST CONTROL OF THE UNIT DUE TO THE WEATHER CONDITIONS. UNIT 1 THEN LEFT THE ROADWAY AND STRUCK A MAILBOX AND A DECORATIVE CONCRETE DRIVEWAY MARKER. THE PROPERTY OWNER WAS NOTIFIED AND THE TRUCK WAS WINCHED OUT AND ABLE TO BE DRIVEN AWAY FROM THE SCENE."
903507839,MONROE SD,M19A41040,MONROE,VAN BUREN,BLOOMINGTON,12/15/2019,6:26 PM,1,0,0,0,0,,S BURCH,RD,,,,S BURCH,W EVANS,,,,N,,,,39.079552,-86.666592,LOCAL/CITY ROAD,,N,N,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,$10001 TO $25000,RAN OFF ROAD,626,652,Y,N,SBURCHRDWEVANSRD,0,NONE,"UNIT 1 WAS TRAVELING W ON W EVANS RD APPROCHING THE INTERSECTION WITH S BURCH RD. THE DRIVER STATED THAT SHE STARTED SLIING DOWN A HILL, AND SLID THROUGH THE INTERSECTION, AND INTO A TREE. THE VEHICLE REMAINED ON SCENE FOR THE NIGHT DUE TO THE EXTREME WEATHER CONDITIONS AND EXTENDED WAIT TIME FOR A TOW TRUCK. UNIT 1 WILL NEED TOWED DUE TO DISABLING DAMAGE."
903509338,MONROE SD,M19A41105,MONROE,VAN BUREN,BLOOMINGTON,12/16/2019,10:24 AM,1,0,0,0,0,2237,S CURRY,PIKE,,,,S CURRY,,,,,N,PRIVATE,,,39.14540931,-86.582592,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,VIEW OBSTRUCTED,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,1043,1054,Y,Y,SCURRYPIKE,0,NONE,DRIVER 1 ADVISED HE WAS TURNING AROUND IN THE LOT OF 2237 S CURRY PIKE. DRIVER 1 ADVISED HE DID NOT REALIZE THAT WHEN HE WAS TURNING AROUND THAT HE STRUCK THE GUTTERING AND THE OVERHANG OF THE BANKS DRIVETHROUGH. BANK EMPLOYEES ADVISED THEY WITNESSED VEHICLE 1 TURNING AROUND IN THE PARKING LOT AND THAT IT STRUCK THE DRIVE THROUGH OF THE BANK.
903511933,ISP BLOOMINGTON 33,2.019E+11,MONROE,WASHINGTON,BLOOMINGTON,12/16/2019,15:35 M,1,,0,0,0,,E CHAMBERS PIKE,,,,,,STATE RD 37,,,,N,,106,N,39.30421452,-86.51671118,INTERSTATE,,,,RURAL,N,N,N,,DAYLIGHT,SLEET/HAIL/FREEZING RAIN,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$5001 TO $10000,OTHER - EXPLAIN IN NARRATIVE,1540,1540,Y,N,,0,,"At the time of the crash it was snowing and 29 degrees. The roadway was snow covered and slick. THe location of the crash in the northbound lanes if I-69 at approximately the 127MM. Two lanes run north and two lanes run south and are separated by a cable barrier and grass median.Vehicle 1, silver mazda, was in the left lane of I-69, traveling north. V#1 then began ""fish tailing"", then rotating clockwise striking the concrete barrier on the east side of the interstate with the front right corner. V#1 continued to rotate clockwise and struck the concrete wall again with the left side bumper. V#1 continued to rotate clockwise and struck the concrete wall again causing damage to its rear driver side bumper.Driver 1, Jinger Utterback, stated she north bound in the left lane of I-69 when all of the sudden she lost control of her vehicle and and began to slide and ""fish tail"". D#1 said there was nothing she could do. D#1 was able to safely maneuver V#1 to the east side shoulder of I-69 underneath the Chambers Pike Overpass.There were no witness or other vehicles around at the time of the crash. D#1 was not injured."
903507747,MONROE SD,M19A41144,MONROE,WASHINGTON,BLOOMINGTON,12/16/2019,4:09 PM,1,0,0,0,0,,,,SR37,,,SR37,NORM ANDERSON,,,,N,PRIVATE,,,,,STATE ROAD,,N,N,RURAL,N,Y,N,,DAYLIGHT,SLEET/HAIL/FREEZING RAIN,SNOW/SLUSH,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,$5001 TO $10000,RAN OFF ROAD,409,421,Y,N,NORMANDERSONRDSR37,0,NONE,"Driver 1 stated he was traveling northbound on Interstate 69 near the 128 mile marker. Driver 1 stated he was in the right lane and began changing into the left lane, at that time Driver 1 stated he began to spin and lose control of the vehicle. Driver 1 then ran off the west of the roadway into the cable barrier. Vehicle 1 sustained damage along the driver's side and the front bumper. Vehicle 1 was towed by Chandler's Towing. The roadway was slush and snow due to the sleeting rain and prior snow."
903507849,BLOOMINGTON PD,B1952305,MONROE,BLOOMINGTON,BLOOMINGTON,12/16/2019,3:05 PM,2,0,0,0,0,,W 7TH,ST,,,,W 7TH,S DUNN,,,,,,,,39.16864,-86.528224,LOCAL/CITY ROAD,,N,Y,,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,305,307,Y,Y,SDUNNSTW7THST,0,STOP SIGN,"V1 was traveling S/B on Dunn St. V2 was traveling W/B on 7th St. V1 disregard the stop sign and struck V2. D1 left the scene of the accident. D2 advised that he was traveling W/B on 7th St, stopped at the intersection of & 7th/Dunn. D2 stated that after he come to a complete stopped and proceeded through the intersection, he was struck by V1. D2 advised that V1 disregarded the stop sign. D2 advised that D1 left the scene. D2 was not injured. W1 advised that he was at the work (400 E 7th St, Bloomington, IN 47405), when he observed the accident occur while looking out of the window. W1 advised that he saw V2 stopped at the stop sign W/B on 7th ST. W1 mentioned that as V2 proceeded through the intersection, V1 struck V2. W1 advised that V1 did not come to a complete stop at the stop sign S/B on Dunn ST."
903507757,MONROE SD,M19A41151,MONROE,BLOOMINGTON,BLOOMINGTON,12/16/2019,5:36 PM,1,0,0,0,0,,,,I69,,,I69N,,,122,,N,PRIVATE,100,S,41.26694387,-85.08665186,INTERSTATE,,N,N,RURAL,N,Y,N,,DARK (NOT LIGHTED),SLEET/HAIL/FREEZING RAIN,SNOW/SLUSH,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,$2501 TO $5000,RAN OFF ROAD,536,543,Y,N,I69N122.0,0,NONE,Driver 1 was traveling northbound on Interstate 69 near the 122 mile marker. Driver 1 stated possibly hit a patch of black ice and lost control of her vehicle. Driver 1 stated she then ran off the west side of the roadway striking the guardrail. The guardrail sustained damage from the collision. Vehicle 1 sustained front bumper and driver's side damage. Driver 1 stated she continued to spin around after striking the guardrail and came to rest on the shoulder east of the roadway. Driver 1 did not require medical personnel. Vehicle 1 was driveable and did not require a tow service. The roadway did have slush and snow due to it sleeting and the snow from the day prior.
903507934,INDIANA UNIV BLOOMINGTON PD,192994,MONROE,BLOOMINGTON,BLOOMINGTON,12/16/2019,10:05 PM,1,0,0,0,0,,JORDAN,AVE,,,,JORDAN,TENTH,,,,Y,,,,,,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),SLEET/HAIL/FREEZING RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,LEFT TURN,1009,1018,Y,N,JORDANAVETENTHST,1,TRAFFIC CONTROL SIGNAL,"Prior to the accident D1 was turning south onto N Jordan Avenue from E 10th Street. D1 parked in the IU parking lot north of E 10th Street and N Sunrise Drive after the accident. This is where I met with D1.D1 said he was driving west on E 10th Street, then got in the left turn lane to turn south onto N Jordan Avenue and stopped because the light was red. When the light and turn arrow turned green, D1 began making the turn south. A pedestrian wearing dark clothing then ran into the crosswalk in front of V1. The front passenger side corner of V1 struck the pedestrian, who went up onto the hood and windshield. D1 said the pedestrian then got off the car, said he was fine, and walked away east along 10th Street. D1 then parked, called IUPD, and located the pedestrian still walking down the sidewalk. The pedestrian again said he was not injured and did not want a report. Dispatch then advised D1 to stop following the pedestrian and let him walk away. V1 sustained damage to the middle of the windshield and one windshield wiper blade was broken. The pedestrian was no longer in the area and could not be located for a statement. Based on D1's statement, the pedestrian failed to yield the right of way and the crosswalk signal said to stop."
903507457,BLOOMINGTON PD,B1952283,MONROE,BLOOMINGTON,BLOOMINGTON,12/16/2019,12:14 PM,2,0,0,0,0,,MORTON,ST,,,,MORTON,9TH,,,,Y,,,,39.170544,-86.536,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,OPPOSITE DIRECTION SIDESWIPE,1214,1220,Y,N,9THSTMORTONST,0,LANE CONTROL,"D1 STATED SHE WAS TRAVELING SOUTH ON MORTON ST APPROACHING 9TH ST. D1 INDICATED THAT A TOW TRUCK WAS STOPPED IN THE SOUTH BOUND LANE TO LOAD A DISABLED VEHICLE. D1 SAID SHE LOOKED FOR ONCOMING TRAFFIC AND ONCE SHE DETERMINED IT WAS SAFE TO PROCEED, SHE BEGAN TO PASS THE TOW TRUCK. D1 SAID AS SHE STARTED TO PASS 9TH STREET SHE WAS STRUCK BY V2. D2 STATED HE WAS STOPPED WEST ON 9TH STREET AT THE INTERSECTION OF MORTON STREET. HE SAID HE LOOKED BOTH WAYS BEFORE ENTERING TRAFFIC. D2 SAID AS HE EXITED ONTO MORTON HE WAS STRUCK BY V1 THAT WAS IN HIS LANE OF TRAVEL."
